administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
1.0986122886681098,3.4339872044851463,0.0,0.0,1.0986122886681098,3.5553480614894135,0.0,0.012916225266546327,0.0,Dec,ChromeOS,Sogou Explorer,Northern Africa,Tik Tok ads,Other,False,False
1.3862943611198906,2.4849066497880004,0.0,0.0,3.258096538021482,7.257707677160043,0.004788516731797178,0.023716526617316044,0.0,Dec,Windows,Opera,North America,Facebook ads,Returning_Visitor,False,False
1.0986122886681098,0.6931471805599453,0.0,0.0,2.4849066497880004,5.7745515455444085,0.0,0.010939940038334362,0.0,May,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0986122886681098,3.1354942159291497,0.0,0.09531017980432487,0.0,Dec,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
0.6931471805599453,2.3978952727983707,1.791759469228055,7.374629015218945,3.4339872044851463,6.646390514847729,0.013705647056111932,0.02176149178151269,0.0,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
1.6094379124341003,4.347111638602382,0.0,0.0,2.4849066497880004,4.736198448394496,0.024985252693908503,0.06109509935981088,0.0,Sep,MACOS,Safari,North America,Instagram ads,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.4011973816621555,6.5638555265321274,0.00707491367196188,0.0344014267173324,0.0,May,Android,Google Chrome,Africa,Instagram ads,Returning_Visitor,False,False
1.6094379124341003,4.174387269895637,0.0,0.0,2.70805020110221,6.118097198041348,0.0,0.011928570865273802,0.0,Dec,Windows,Microsoft Edge,Western Europe,Bing search,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.3862943611198906,6.4692503167957724,0.06456977064930008,0.08525984395082342,0.0,May,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
1.6094379124341003,3.4339872044851463,0.0,0.0,2.995732273553991,7.444248649496705,0.0,0.010939940038334362,0.0,May,MACOS,Safari,North America,Google search,New_Visitor,False,False
1.9459101490553132,4.241326752570746,1.0986122886681098,4.204692619390966,3.6375861597263857,6.710523109452428,0.019802627296179712,0.042101176018635396,0.0,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.3978952727983707,6.710523109452428,0.0,0.06485097231961633,0.0,May,Windows,Google Chrome,Southern Africa,Bing search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0794415416798357,5.093750200806762,0.05704174036719702,0.11422114409002286,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.1972245773362196,5.736572297479192,0.0,0.023716526617316044,0.0,Oct,Android,Google Chrome,Southern Africa,Direct Traffic,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.828641396489095,6.663132695990803,0.007472014838700995,0.018821754240587758,2.714694743820879,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,1.0986122886681098,3.597312260588446,3.258096538021482,7.422373700986824,0.0,0.003992021269537453,0.0,May,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.1780538303479458,6.269096283706261,0.004390348301292895,0.028587456851912555,3.996364153861897,May,Windows,Google Chrome,South America,Twitter,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,2.302585092994046,3.6635616461296463,0.0,0.04401688541677433,0.0,Mar,Windows,Google Chrome,Asia,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.5649493574615367,5.955837369464831,0.0,0.019802627296179712,0.0,Mar,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,True,False
0.6931471805599453,4.04305126783455,0.0,0.0,3.2188758248682006,7.160845906664299,0.0,0.01587334915629015,3.2308043957334744,May,MACOS,Safari,Asia,Bing search,Returning_Visitor,True,True
0.6931471805599453,1.3862943611198906,0.0,0.0,3.044522437723423,5.8944028342648505,0.0,0.01587334915629015,0.0,Oct,MACOS,Safari,North America,Google search,New_Visitor,True,False
1.6094379124341003,5.7670702138921195,0.0,0.0,4.143134726391533,7.3310603052186325,0.005286004429237356,0.008959741371471902,0.0,Oct,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
2.5649493574615367,4.693846842546367,0.6931471805599453,4.02535169073515,3.9318256327243257,7.784473235736469,0.004489905272852052,0.012916225266546327,2.72785282839839,May,Windows,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.70805020110221,5.627621113690637,0.0,0.002995508979798479,0.0,Jul,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.18232155679395465,0.18232155679395465,0.0,Nov,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.3978952727983707,5.459585514144159,0.0,0.014888612493750654,0.0,Dec,Android,Google Chrome,North America,Google search,New_Visitor,True,False
1.791759469228055,4.238444906195857,0.6931471805599453,3.0155349008501706,2.1972245773362196,5.303304908059076,0.0,0.004987541511039074,0.0,Oct,Windows,Google Chrome,North America,Tik Tok ads,Returning_Visitor,False,False
1.791759469228055,4.119037174812473,0.0,0.0,3.713572066704308,7.553810852008231,0.008761505668572752,0.023716526617316044,0.0,May,Windows,Google Chrome,Western Europe,Bing search,New_Visitor,False,False
2.4849066497880004,5.574947710632276,1.0986122886681098,2.3978952727983707,3.258096538021482,6.692083742506628,0.0,0.009950330853168083,2.5494451709255714,Aug,Windows,Google Chrome,Western Europe,Bing search,New_Visitor,False,False
2.302585092994046,5.181783550292085,0.6931471805599453,3.9889840465642745,4.2626798770413155,7.846198815497425,0.009653257028138304,0.025667746748577788,0.0,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.3978952727983707,4.736198448394496,0.009950330853168083,0.03052920503482287,0.0,Nov,Android,Google Chrome,Southern Africa,Google search,Returning_Visitor,True,True
1.0986122886681098,2.995732273553991,0.0,0.0,2.4849066497880004,7.60489448081162,0.0,0.0295588022415444,1.9878743481543455,Mar,Windows,Opera,North America,Youtube channel,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.791759469228055,4.74493212836325,0.0,0.020782539182528502,0.0,Dec,Windows,Mozilla Firefox,North America,Twitter,Returning_Visitor,False,False
1.9459101490553132,4.394449154672439,0.0,0.0,2.833213344056216,6.063785208687608,0.0,0.013902905168991422,3.1570004211501135,Mar,MACOS,Google Chrome,South America,Google search,New_Visitor,False,True
0.6931471805599453,1.791759469228055,1.3862943611198906,4.756459633247784,3.6635616461296463,7.095893221097532,0.012521280553671747,0.04305948946044697,0.0,Dec,Windows,Google Chrome,South America,Facebook ads,Returning_Visitor,False,False
2.0794415416798357,5.084505142662711,0.0,0.0,3.4657359027997265,6.0014148779611505,0.0,0.008959741371471902,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
1.9459101490553132,4.391357962102766,0.0,0.0,1.3862943611198906,2.4849066497880004,0.0,0.05826890812397577,0.0,Dec,MACOS,Safari,Western Europe,Youtube channel,New_Visitor,False,False
1.3862943611198906,4.02535169073515,0.0,0.0,3.8918202981106265,8.036573409707312,0.0045894523338072864,0.020782539182528502,0.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
2.0794415416798357,7.424612674979847,0.0,0.0,4.736198448394496,7.714677473800927,0.0015987213636970278,0.005982071677547464,3.462606009790799,May,Windows,Microsoft Edge,North America,Google search,Returning_Visitor,False,True
1.0986122886681098,4.07753744390572,0.6931471805599453,2.0794415416798357,4.060443010546419,7.7336835707759,0.0,0.004987541511039074,0.0,Mar,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.8066624897703196,7.003065458786462,0.0,0.023716526617316044,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.3862943611198906,3.828641396489095,0.039220713153281295,0.048790164169432,0.0,May,MACOS,Safari,North America,Facebook ads,Returning_Visitor,False,False
1.0986122886681098,2.70805020110221,0.0,0.0,3.9889840465642745,6.501289670540389,0.038066200806456334,0.07138999608667293,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
2.0794415416798357,4.757891273005756,0.0,0.0,3.5263605246161616,6.831953565565855,0.013902905168991422,0.0246926125903715,0.0,May,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
1.791759469228055,5.464114251150897,0.6931471805599453,3.8372994592322094,2.5649493574615367,5.91350300563827,0.010247316451549523,0.009950330853168083,0.0,Oct,MACOS,Safari,Oceania,Google search,New_Visitor,False,False
0.0,0.0,0.0,0.0,3.713572066704308,7.039660349862076,0.019802627296179712,0.055434706888100586,0.0,Nov,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
0.0,0.0,1.0986122886681098,3.044522437723423,1.9459101490553132,4.343805421853684,0.0,0.0,0.0,May,Windows,Mozilla Firefox,North America,Instagram Page,Returning_Visitor,False,False
1.3862943611198906,4.51085950651685,0.0,0.0,3.258096538021482,6.638567789166521,0.0,0.012916225266546327,5.014627315365793,Dec,MACOS,Safari,North America,Google search,New_Visitor,False,True
1.3862943611198906,4.219017388961343,0.6931471805599453,5.982255607938568,3.5263605246161616,6.5638555265321274,0.005683816468297671,0.018821754240587758,0.0,May,MACOS,Safari,Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0986122886681098,3.7612001156935624,0.0,0.09531017980432487,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
1.6094379124341003,5.107156861086878,0.6931471805599453,2.8622008809294686,2.1972245773362196,5.746203190540153,0.0,0.027615167032973367,0.0,Oct,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
1.3862943611198906,4.051784947803305,1.0986122886681098,4.102643365036796,4.709530201312334,7.947678571301568,0.014395880283732383,0.04401688541677433,3.044522437723423,Dec,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
1.3862943611198906,4.197201947661808,0.0,0.0,2.6390573296152584,5.003946305945459,0.00608147031586796,0.023716526617316044,0.0,Nov,Windows,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,True,False
1.6094379124341003,4.394449154672439,0.0,0.0,3.6375861597263857,7.933796874815411,0.0,0.0246926125903715,0.0,May,iOS,Safari,South America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.1354942159291497,6.576469569048224,0.006379606964039027,0.025667746748577788,0.0,Nov,Windows,QQ,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.70805020110221,4.59511985013459,0.0,0.016857117066422903,0.0,May,Windows,Mozilla Firefox,Eastern Europe,Instagram ads,Returning_Visitor,False,False
2.833213344056216,6.669594024342314,1.9459101490553132,5.985499290289064,3.6109179126442243,7.958227192322312,0.013607003406216902,0.020782539182528502,0.832909122935104,Nov,MACOS,Safari,Western Europe,Google search,New_Visitor,False,True
1.791759469228055,3.3758795736778655,0.0,0.0,5.049856007249537,8.504513138258863,0.0,0.006975613736425242,1.6486586255873816,Nov,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,2.6390573296152584,4.624972813284271,0.0,0.017839918128331,0.0,Nov,Android,Google Chrome,Western Europe,Youtube channel,New_Visitor,False,False
0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.18232155679395465,0.18232155679395465,0.0,Aug,Android,Google Chrome,Asia,Instagram ads,Returning_Visitor,True,False
0.6931471805599453,3.912023005428146,0.0,0.0,1.791759469228055,6.741700694652055,0.0,0.026641930946421175,0.0,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
1.0986122886681098,4.23410650459726,0.0,0.0,2.1972245773362196,4.553876891600541,0.0,0.010939940038334362,0.0,Dec,Windows,Google Chrome,Africa,Google search,New_Visitor,False,False
1.9459101490553132,4.394449154672439,0.0,0.0,1.9459101490553132,4.787491742782046,0.0,0.022739486969489426,0.0,Mar,Windows,Microsoft Edge,Eastern Europe,Facebook ads,Returning_Visitor,False,False
1.791759469228055,3.4657359027997265,0.0,0.0,3.7612001156935624,7.190676034332207,0.005683816468297671,0.022739486969489426,0.0,Mar,Android,Google Chrome,Asia,Facebook ads,Returning_Visitor,True,False
2.0794415416798357,6.091309882077698,0.0,0.0,3.367295829986474,6.154858094016418,0.0,0.007968169649176874,0.0,Mar,Windows,Google Chrome,Africa,Youtube channel,New_Visitor,True,False
0.6931471805599453,4.394449154672439,0.6931471805599453,3.258096538021482,2.3978952727983707,7.05444965813294,0.014198719399812949,0.018821754240587758,0.0,May,MACOS,Safari,South America,Twitter,Returning_Visitor,False,False
0.0,0.0,0.6931471805599453,0.0,2.772588722239781,6.023447592961033,0.0,0.018821754240587758,3.586292865338835,May,MACOS,Safari,Eastern Europe,Bing search,Returning_Visitor,True,True
2.302585092994046,5.837924791836643,0.0,0.0,2.833213344056216,5.298317366548036,0.006280237957150484,0.013902905168991422,0.0,Mar,MACOS,Safari,Africa,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.3978952727983707,5.43372200355424,0.0,0.01587334915629015,3.6838669122903918,Dec,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,False,True
0.0,0.0,1.0986122886681098,4.350277936359301,1.9459101490553132,3.258096538021482,0.06456977064930008,0.06859279146561172,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.302585092994046,5.111987788356544,0.0641009254065236,0.05448818528406973,0.0,May,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
1.791759469228055,5.148946909893768,0.6931471805599453,0.0,5.8944028342648505,9.414097209490203,0.004390348301292895,0.0246926125903715,0.7884573603642702,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.9459101490553132,4.962844630259907,0.0,0.016857117066422903,4.0943445622221,Mar,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,2.5649493574615367,5.4116460518550396,0.0,0.019802627296179712,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
1.6094379124341003,4.983606621708336,0.0,0.0,2.0794415416798357,5.497168225293202,0.012916225266546327,0.032467190137501496,0.0,May,MACOS,Safari,North America,Newsletter,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.9459101490553132,0.0,0.18232155679395465,0.18232155679395465,0.0,Oct,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.6390573296152584,5.934894195619588,0.017938145131012995,0.03052920503482287,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.791759469228055,4.836281906951478,0.032757564238172186,0.048790164169432,0.0,May,MACOS,Safari,North America,Google search,Returning_Visitor,True,False
1.0986122886681098,4.02535169073515,1.3862943611198906,5.8522024797744745,3.091042453358316,6.493753839851686,0.02742059557599217,0.04783732941416013,0.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.4849066497880004,5.384495062789089,0.025082780367463156,0.06015392281974709,0.0,Dec,MACOS,Safari,Eastern Europe,Tik Tok ads,Returning_Visitor,False,False
2.1972245773362196,4.290459441148391,0.0,0.0,3.8066624897703196,7.934513463882263,0.005385472276337817,0.014888612493750654,0.0,May,iOS,Safari,North America,Google search,Returning_Visitor,False,False
1.3862943611198906,3.2268439945173775,0.0,0.0,1.3862943611198906,0.0,0.0,0.06485097231961633,0.0,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.1972245773362196,5.407171771460119,0.0,0.014888612493750654,0.0,June,MACOS,Safari,Northern Africa,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.5649493574615367,5.840641657373398,0.008662373078652657,0.017839918128331,0.0,Nov,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.2188758248682006,7.6838639802564295,0.0034938892542557796,0.014888612493750654,0.0,Nov,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.6375861597263857,5.834810737062605,0.0,0.008959741371471902,4.309455941839047,Nov,Android,Google Chrome,Western Europe,Tik Tok ads,Returning_Visitor,True,True
2.1972245773362196,4.40956073446185,1.0986122886681098,4.957703230993791,3.5553480614894135,7.038783541388542,0.0,0.010939940038334362,0.0,Nov,Windows,Mozilla Firefox,North America,Google search,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.791759469228055,7.15305163493748,0.0,0.026641930946421175,0.0,Nov,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,True
2.0794415416798357,5.652489180268651,1.0986122886681098,2.772588722239781,3.871201010907891,7.489412083508719,0.019802627296179712,0.019802627296179712,0.0,Nov,MACOS,Safari,Oceania,Google search,Returning_Visitor,False,False
2.70805020110221,5.129385762675502,1.6094379124341003,5.460436216024472,4.143134726391533,9.191565216649849,0.003992021269537453,0.008959741371471902,3.8480176754522337,Oct,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
1.791759469228055,5.406050066350919,0.0,0.0,2.995732273553991,7.190676034332207,0.005087039048557106,0.04018178963283184,2.917770732084279,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.1780538303479458,7.005789019253503,0.0031948908965191976,0.026641930946421175,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.3862943611198906,3.9318256327243257,0.0,0.0246926125903715,0.0,Dec,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
2.3978952727983707,5.19133461522161,0.6931471805599453,5.049856007249537,5.560681631015528,9.022925868116218,0.0031948908965191976,0.003992021269537453,1.3862943611198906,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,3.044522437723423,6.824373670043086,0.0,0.002995508979798479,4.189654742026425,Nov,Android,Google Chrome,South America,Youtube channel,New_Visitor,False,True
0.6931471805599453,4.672828834461906,0.0,0.0,3.332204510175204,7.7284157798410416,0.011434377625663104,0.0344014267173324,0.0,May,Android,Google Chrome,Oceania,Bing search,Returning_Visitor,False,False
0.6931471805599453,6.120956542340736,0.0,0.0,3.6635616461296463,7.2305631534092925,0.005783244755727333,0.022739486969489426,2.8622008809294686,Oct,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.332204510175204,6.726233402358747,0.0,0.013902905168991422,0.0,Dec,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.18232155679395465,0.18232155679395465,0.0,May,Windows,Google Chrome,Eastern Europe,Instagram Page,Returning_Visitor,False,False
0.6931471805599453,1.8718021769015913,0.0,0.0,2.4849066497880004,6.208590026096629,0.0,0.0246926125903715,4.282206299391671,Nov,Windows,Google Chrome,North America,Youtube channel,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.9459101490553132,3.4011973816621555,0.052023028067151915,0.06485097231961633,0.0,Mar,Windows,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,True,False
0.0,0.0,1.0986122886681098,3.332204510175204,4.248495242049359,7.4318919168078,0.0,0.014888612493750654,0.0,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
0.0,0.0,1.0986122886681098,3.481240089335692,3.5263605246161616,7.241366283322318,0.0,0.023716526617316044,2.5572273113676265,Mar,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,True
0.0,0.0,1.0986122886681098,2.5649493574615367,3.091042453358316,6.996681488176539,0.009356094924024954,0.03536714383729131,1.8082887711792655,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
2.302585092994046,5.749923630760157,1.6094379124341003,5.402677381872279,4.143134726391533,7.738923757439457,0.0,0.005982071677547464,2.8903717578961645,May,Windows,Google Chrome,North America,Instagram Page,New_Visitor,True,False
2.0794415416798357,4.509026325398492,1.6094379124341003,4.07753744390572,3.4965075614664802,7.755338812846501,0.005286004429237356,0.018821754240587758,2.917770732084279,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,True
0.0,0.0,0.6931471805599453,1.0986122886681098,3.044522437723423,6.137727054086234,0.0016985566355814771,0.025667746748577788,0.0,Nov,iOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.302585092994046,5.700443573390687,0.015282623531156904,0.0344014267173324,0.0,May,Android,Google Chrome,Asia,Direct Traffic,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.8066624897703196,6.720220155135295,0.0,0.001998002662673056,3.624340932976365,May,Windows,Google Chrome,Western Europe,Google search,New_Visitor,True,True
1.9459101490553132,3.9512437185814275,1.0986122886681098,5.121977881630436,3.9318256327243257,6.587550014824796,0.01004933585300144,0.03052920503482287,0.0,Dec,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
1.6094379124341003,4.42484663185681,1.6094379124341003,5.3981627015177525,4.007333185232471,8.399535147948004,0.0017983819413793735,0.028587456851912555,2.766319109226186,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
2.3978952727983707,4.77912349311153,1.3862943611198906,4.579852378003801,5.123963979403259,8.54927308487965,0.004091617903253565,0.019802627296179712,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
1.3862943611198906,4.152613470346076,0.0,0.0,2.4849066497880004,6.0867747269123065,0.0,0.012916225266546327,0.0,Nov,Windows,Google Chrome,North America,Twitter,Returning_Visitor,True,False
2.3978952727983707,5.2293244952396565,0.0,0.0,4.820281565605037,8.224431573221159,0.0045894523338072864,0.011928570865273802,0.7884573603642702,Nov,Windows,Google Chrome,Africa,Other,Returning_Visitor,False,True
0.6931471805599453,2.4849066497880004,0.0,0.0,2.3978952727983707,5.808142489980444,0.0,0.019802627296179712,0.0,Nov,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.6094379124341003,5.1298987149230735,0.0,0.06485097231961633,0.0,May,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.713572066704308,6.782192056006791,0.0,0.016857117066422903,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.2188758248682006,6.326149473155099,0.0,0.020782539182528502,0.0,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
0.0,4.615318517039906,1.3862943611198906,3.481240089335692,2.0794415416798357,5.288267030694535,0.0,0.019802627296179712,0.0,Nov,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.6635616461296463,6.408528791059498,0.014888612493750654,0.027615167032973367,0.0,May,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.995732273553991,6.035481432524756,0.009356094924024954,0.039220713153281295,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.5649493574615367,5.497168225293202,0.039220713153281295,0.048790164169432,0.0,May,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
